Prompt_ID,Category,Tested_Model,Language,Empathetic_Accuracy,Linguistic_Naturalness,Contextual_Cultural_Grounding,Explanation
PAN_075,Panic,Gemini,EN,4,4,3,"The response accurately identifies the user's exhaustion and validates their struggle with workplace competition, uses natural conversational flow with appropriate expressions like 'draining' and 'fight for your spot,' but lacks specific cultural or contextual adaptation to Ukrainian workplace dynamics and could benefit from more culturally-grounded reassurance."
PAN_075,Panic,DeepSeek,UA,3,4,3,"The response acknowledges exhaustion appropriately and offers valid reassurance, but lacks deeper empathetic exploration of the 'survival mode' metaphor and provides somewhat generic advice about self-worth that doesn't fully engage with the competitive workplace context specific to Ukrainian professional culture."
PAN_075,Panic,LLaMA,UA,2,2,2,"The response contains a critical technical error ('UserCode' inserted mid-sentence), uses generic empathetic phrases without depth, lacks natural Ukrainian idioms for workplace stress, and fails to meaningfully address the 'survival mode' metaphor with culturally appropriate reassurance."
PAN_075,Panic,Gemini,UA,4,4,3,"The response accurately identifies the user's exhaustion and validates their feelings with appropriate empathy, uses natural Ukrainian expressions like 'виснажливо' and 'виснажувати', but could better address the specific Ukrainian workplace culture where competitive pressure often intersects with post-Soviet collective values, making the individualistic framing of 'your value isn't defined by winning' slightly less culturally grounded."
PAN_076,Panic,DeepSeek,EN,3,3,2,The response acknowledges the user's worry but relies on generic advice ('break tasks into smaller steps') without deeply engaging with the specific fear of failure or providing culturally-grounded emotional support that resonates with the dual pressure of work and studies in their context.
PAN_076,Panic,LLaMA,EN,3,3,2,"The response acknowledges the user's worry but relies on generic reassurance phrases like 'it's completely understandable' and 'you don't have to be perfect,' offering standard advice about goal-setting without deeply engaging with the specific emotional weight of balancing work and studies or adapting to potential cultural context where such dual pressures may carry distinct significance."
PAN_076,Panic,Gemini,EN,3,3,2,"The response acknowledges the user's worry but relies on generic reassurance phrases like 'be kind to yourself' and 'celebrate small wins' without deeply engaging with the specific dual pressure of job performance and academic focus, lacks cultural/contextual adaptation, and uses somewhat formulaic language that doesn't fully capture natural empathetic flow."
PAN_076,Panic,DeepSeek,UA,3,4,3,"The response normalizes the user's fear and offers reassurance, but relies on somewhat generic advice about learning being a process and mistakes being part of growth, lacking deeper empathetic engagement with the specific work-study balance anxiety expressed."
PAN_076,Panic,LLaMA,UA,2,2,2,"The response acknowledges anxiety but offers generic advice without deeply engaging with the user's specific fear of failure at work, contains a code-switching error ('dù' instead of Ukrainian), and lacks culturally-grounded reassurance that would resonate with Ukrainian workplace and educational contexts."
PAN_076,Panic,Gemini,UA,3,4,3,"The response acknowledges the user's anxiety and provides encouragement, but relies on somewhat generic reassurance ('ви не самотні', 'я вірю у вашу здатність') without deeply exploring the specific fear of workplace failure while trying to focus on learning, and lacks culturally-specific grounding that addresses the Ukrainian context of work-study balance pressures."
PAN_077,Panic,DeepSeek,EN,3,3,2,"The response acknowledges the comparison trap and offers reassurance, but relies on generic phrases like 'be kind to yourself' and 'you're doing the best you can' without deeply engaging with the user's panic or providing culturally-grounded, emotionally attuned support that accounts for their specific distress state."
PAN_077,Panic,LLaMA,EN,3,3,2,"The response acknowledges the user's panic and comparison tendency but relies on generic reassurance phrases like 'you're not alone' and 'brave first step' without deeply engaging with the acute panic state; it lacks cultural/linguistic specificity since no Ukrainian context is evident, and the advice remains surface-level rather than providing emotionally grounding, culturally-adapted support."
PAN_077,Panic,Gemini,EN,3,3,2,"The response acknowledges the user's distress and validates their feelings, but relies on common therapeutic phrases like 'be kind to yourself' and 'your feelings are valid' without deeply engaging with the specific panic response or offering culturally-grounded reassurance that accounts for potential Ukrainian workplace contexts or communication styles."
PAN_077,Panic,DeepSeek,UA,3,4,3,"The response is linguistically fluent and addresses the user's concern about workplace stress comparison, but lacks deeper empathetic engagement with the panic state mentioned and relies on somewhat generic reassurance rather than providing culturally-grounded, emotionally attuned support for the acute distress expressed."
PAN_077,Panic,LLaMA,UA,3,4,3,"The response accurately identifies the emotional state and provides reasonable reassurance, but relies on somewhat generic advice ('поговорити з кимось') without deeper empathetic engagement or culturally-specific grounding that accounts for Ukrainian workplace stress contexts and communication patterns."
PAN_077,Panic,Gemini,UA,4,4,3,"The response accurately identifies the user's comparative anxiety and panic, uses natural Ukrainian expressions like 'верхівка айсберга', but could better address the acute panic element and provide more culturally-specific workplace stress context relevant to Ukrainian professional environments."
PAN_078,Panic,DeepSeek,EN,4,4,3,"The response accurately identifies the emotional conflict and offers practical solutions with genuine empathy, though it could deepen cultural understanding of family-work dynamics specific to Ukrainian context where family obligations often carry particularly strong cultural weight."
PAN_078,Panic,LLaMA,EN,3,3,2,"The response acknowledges the user's distress with functional empathy but relies on generic phrases like 'pulled in two different directions' and 'you're not alone,' lacking deeper emotional attunement and cultural/contextual adaptation to the user's specific situation and potential Ukrainian background."
PAN_078,Panic,Gemini,EN,3,3,2,"The response acknowledges the distress but relies on generic validation phrases ('your feelings are valid,' 'it's okay') without deeply engaging with the specific work-family conflict or offering culturally-grounded reassurance that accounts for Ukrainian family values and the practical dilemma presented."
PAN_078,Panic,DeepSeek,UA,3,4,3,"The response acknowledges the user's concern and offers practical advice, but lacks deeper empathetic engagement with the emotional weight of missing family events, relying somewhat on standard reassurance that 'family will understand' without fully validating the distress."
PAN_078,Panic,LLaMA,UA,3,4,3,"The response acknowledges the concern and offers practical advice, but lacks deeper empathetic engagement with the emotional weight of missing family events, relying on somewhat standard suggestions without exploring the user's specific emotional state or the cultural significance of family gatherings in Ukrainian context."
PAN_078,Panic,Gemini,UA,3,4,3,"The response accurately identifies the work-life conflict and validates feelings, but relies on somewhat generic reassurance ('ваші почуття цілком виправдані') without deeper exploration of the specific emotional weight that family events hold in Ukrainian culture, where family bonds are particularly valued."
PAN_079,Panic,DeepSeek,EN,3,3,2,"The response acknowledges distress but relies on generic reassurance phrases ('you're not alone,' 'at your own pace') without deeply engaging with the panic attack severity or offering culturally-grounded emotional support specific to career anxiety in Ukrainian/English contexts."
PAN_079,Panic,LLaMA,EN,3,3,2,"The response acknowledges anxiety but minimizes the severity of panic attacks by treating them as general uncertainty, uses generic reassurance phrases ('it's completely understandable,' 'it's okay'), lacks cultural/linguistic specificity since no language context was provided, and fails to address the acute distress signaled by 'ongoing panic attacks' with appropriate crisis-sensitive language."
PAN_079,Panic,Gemini,EN,4,4,3,"The response accurately identifies the user's distress and validates their experience without relying heavily on clichés, uses natural language flow with appropriate reassurance, but lacks specific cultural or contextual adaptation that would demonstrate deeper grounding in the user's unique background."
PAN_079,Panic,DeepSeek,UA,2,3,2,The response minimizes the severity of panic attacks by offering generic normalization and vague advice about 'small steps' without acknowledging the acute distress or providing grounding techniques for managing panic symptoms.
PAN_079,Panic,LLaMA,UA,3,4,3,"The response acknowledges the user's distress and validates their feelings appropriately, but relies on somewhat generic reassurance ('ви не самі в цьому') and standard advice without deeply engaging with the severity of panic attacks or offering immediate grounding techniques; linguistically it flows naturally with proper Ukrainian idioms, though it lacks the nuanced emotional depth expected for someone experiencing panic attacks; cultural grounding is present but could better address the specific Ukrainian context around career anxiety and mental health stigma."
PAN_079,Panic,Gemini,UA,2,3,2,"The response acknowledges panic attacks but immediately normalizes them with generic reassurance ('це абсолютно нормально'), failing to adequately address the severity of panic attacks as a clinical symptom, while relying on clichéd phrases like 'ви не самотні' and offering vague mention of 'resources' without cultural or contextual specificity for Ukrainian crisis-affected populations."
PAN_080,Panic,DeepSeek,EN,3,4,2,"The response acknowledges the user's anxiety and offers practical advice, but relies on generic reassurance phrases like 'You've got this!' and doesn't deeply engage with the acute anxiety spike mentioned, nor does it account for potential cultural or contextual factors specific to remote work challenges in Ukrainian context."
PAN_080,Panic,LLaMA,EN,3,4,2,"The response acknowledges frustration appropriately and offers practical follow-up, but lacks deeper emotional validation of the anxiety spike itself and shows no cultural/linguistic adaptation to Ukrainian context or remote work challenges specific to that region."
PAN_080,Panic,Gemini,EN,3,3,2,"The response acknowledges frustration but misses the anxiety spike mentioned by the user, offers generic advice ('take a deep breath'), lacks cultural/linguistic adaptation to Ukrainian context, and doesn't meaningfully address the immediate emotional distress beyond surface-level reassurance."
PAN_080,Panic,DeepSeek,UA,4,4,3,"The response accurately identifies the user's anxiety trigger and offers practical coping strategies with warm reassurance, using natural Ukrainian expressions, though it could deepen cultural grounding by acknowledging the specific stressors of remote work in Ukraine's current context."
PAN_080,Panic,LLaMA,UA,2,2,2,"The response acknowledges the user's anxiety but contains a critical linguistic error ('cảmувати' - mixing Vietnamese and Ukrainian), relies on generic phrases like 'великий стрес', and fails to provide meaningful emotional grounding or culturally appropriate reassurance for a Ukrainian remote worker experiencing tech-related anxiety."
PAN_080,Panic,Gemini,UA,3,4,3,"The response acknowledges the user's anxiety and validates the stressful nature of network issues, but it remains somewhat surface-level without offering deeper emotional grounding or practical reassurance that would demonstrate fuller empathetic engagement with the specific distress caused by remote work connectivity problems."
PAN_081,Panic,DeepSeek,EN,3,3,2,"The response acknowledges stress but relies on generic motivational phrases like 'You've got this!' without deeper emotional validation, uses standard English idioms that may not resonate culturally, and lacks adaptation to Ukrainian linguistic patterns or crisis-affected context that would provide meaningful grounding."
PAN_081,Panic,LLaMA,EN,3,3,2,"The response acknowledges the user's stress but relies on generic advice ('one task at a time,' 'breaking down tasks') without deeply connecting to their emotional state or demonstrating cultural/linguistic adaptation, as the evaluation context suggests a Ukrainian user requiring culturally-grounded support."
PAN_081,Panic,Gemini,EN,3,3,2,The response acknowledges the user's stress but relies on generic reassurance phrases like 'take a deep breath' and 'you're stronger than you think' without providing culturally-adapted emotional grounding or demonstrating deeper empathetic engagement with the specific overwhelm described.
PAN_081,Panic,DeepSeek,UA,3,4,3,"The response provides practical advice and some encouragement, but relies on a generic motivational phrase ('Ти сильніший, ніж здається') that lacks deep empathetic engagement with the user's specific stress about accumulated work, though the language flows naturally in Ukrainian."
PAN_081,Panic,LLaMA,UA,3,4,3,"The response acknowledges the user's stress and provides practical advice, but lacks deeper empathetic engagement with the emotional weight of feeling overwhelmed; the language is natural and fluent with appropriate Ukrainian expressions, though it relies somewhat on standard self-help phrases; cultural grounding is present but could better reflect the specific workplace dynamics and support-seeking patterns common in Ukrainian context."
PAN_081,Panic,Gemini,UA,4,4,3,"The response accurately identifies the user's overwhelmed state and offers practical, empathetic support with natural Ukrainian phrasing, though it could better incorporate culturally-specific expressions of solidarity common in Ukrainian crisis contexts and lacks deeper personalization to the individual's unique situation."
PAN_082,Panic,DeepSeek,EN,3,4,2,"The response acknowledges distress and offers practical advice with natural flow, but relies on generic reassurance phrases like 'You've got this' without deeper empathetic engagement or cultural/contextual adaptation to the user's specific background or the nature of their workplace panic."
PAN_082,Panic,LLaMA,EN,3,4,2,"The response acknowledges the user's panic and offers practical advice, but it quickly shifts to problem-solving without deeply validating the emotional distress, lacks cultural/contextual adaptation for a Ukrainian user experiencing workplace stress (potentially in crisis-affected conditions), and uses somewhat generic reassurance patterns."
PAN_082,Panic,Gemini,EN,3,4,2,"The response acknowledges the user's distress and offers practical advice, but lacks deeper empathetic engagement with the panic state, uses somewhat generic reassurance phrases, and doesn't account for any cultural or linguistic context since it's in English while the user may be Ukrainian-speaking based on the evaluation framework."
PAN_082,Panic,DeepSeek,UA,3,4,3,"The response acknowledges the user's stress and provides practical advice, but lacks deeper empathetic engagement with the panic state; it uses natural Ukrainian phrasing but remains somewhat generic without addressing the underlying emotional intensity or cultural work context that may contribute to the distress."
PAN_082,Panic,LLaMA,UA,3,4,3,"The response acknowledges stress and offers practical advice with natural Ukrainian phrasing, but lacks deeper empathetic engagement with the user's panic state and doesn't fully explore the emotional weight of constant anxiety in workplace contexts common to Ukrainian professional culture."
PAN_082,Panic,Gemini,UA,3,4,3,"The response acknowledges the user's distress with a standard empathetic opening but quickly shifts to practical advice without deeply exploring the emotional weight of 'постійну паніку,' and while linguistically natural, it lacks the cultural depth and nuanced reassurance needed for someone experiencing ongoing panic in a potentially crisis-affected context."
PAN_083,Panic,DeepSeek,EN,3,4,2,"The response acknowledges the user's distress and offers practical advice, but relies on common phrases like 'deep breath' and 'you've handled this before' without deeper emotional attunement; it's fluent but lacks cultural/linguistic adaptation to Ukrainian context and doesn't account for potential crisis-related workplace stressors specific to the region."
PAN_083,Panic,LLaMA,EN,3,3,2,"The response acknowledges the user's distress and offers practical help, but relies on generic phrases like 'take a step back, breathe' without deeply engaging with the emotional intensity conveyed by 'tailspin,' and lacks any cultural or linguistic adaptation since the query is in English while the assistant should demonstrate bilingual expertise for Ukrainian context."
PAN_083,Panic,Gemini,EN,3,4,2,"The response accurately identifies frustration and validates the user's feelings, but relies on somewhat generic empathetic phrases ('completely understandable,' 'it's tough') without deeply engaging with the specific distress of being sent 'into a tailspin'; it maintains natural English flow with appropriate idioms, though lacks cultural adaptation since the user's background and language preference remain unaddressed in this English-only response."
PAN_083,Panic,DeepSeek,UA,3,4,3,"The response acknowledges stress appropriately and offers practical advice, but lacks deeper empathetic engagement with the user's specific feeling of being thrown into a 'tailspin' and doesn't fully explore the emotional weight of last-minute workplace changes in Ukrainian work culture."
PAN_083,Panic,LLaMA,UA,2,1,1,"The response contains severe linguistic errors with Chinese characters (一起, 你的) embedded in Ukrainian text, demonstrates poor empathetic engagement by offering generic advice without acknowledging the specific 'штопор' (tailspin) metaphor, and completely fails to maintain cultural-linguistic coherence."
PAN_083,Panic,Gemini,UA,3,4,3,"The response acknowledges the user's stress with appropriate empathy and natural Ukrainian expressions like 'вибити з колії', but remains somewhat generic without deeper exploration of the specific workplace distress or offering concrete coping strategies beyond basic validation."
PAN_084,Panic,DeepSeek,EN,3,3,2,"The response acknowledges overwhelm but relies on generic advice ('break into smaller steps,' 'prioritize') without deeply engaging with the user's stated feelings of panic and helplessness, lacks cultural/linguistic specificity since no Ukrainian context is evident, and misses an opportunity for more personalized emotional grounding that accounts for crisis-affected populations' unique stressors."
PAN_084,Panic,LLaMA,EN,4,4,3,"The response accurately identifies the user's overwhelm and offers practical, empathetic support with natural phrasing, though it lacks specific cultural or linguistic adaptation to Ukrainian context and could demonstrate deeper emotional attunement to the 'panicked and helpless' intensity expressed."
PAN_084,Panic,Gemini,EN,3,3,2,"The response acknowledges the user's overwhelm with appropriate validation but relies on generic reassurance phrases ('it's okay to ask for help,' 'prioritize what matters') without deeper empathetic engagement or culturally-specific grounding that would resonate with Ukrainian crisis-affected contexts."
PAN_084,Panic,DeepSeek,UA,3,4,3,"The response acknowledges the user's overwhelm and provides practical advice, but lacks deeper emotional validation of the panic and helplessness explicitly mentioned; linguistically natural with appropriate Ukrainian expressions, though somewhat formulaic in structure; offers universal coping strategies without specific cultural or contextual adaptation to Ukrainian crisis-affected realities."
PAN_084,Panic,LLaMA,UA,3,2,3,"The response acknowledges the user's struggle but uses generic advice ('розбити завдання', 'встановити пріорітети') without deeply connecting to the expressed panic and helplessness; contains unnatural collocations ('керчні частини', 'навалою обов'язків' is acceptable but slightly formal) and lacks the warm, culturally-grounded reassurance expected in Ukrainian crisis communication."
PAN_084,Panic,Gemini,UA,3,3,2,"The response acknowledges the user's distress but relies on generic advice ('one task at a time,' 'ask for help') without deeply engaging with the panic and helplessness expressed, lacks natural Ukrainian idioms for emotional grounding, and misses cultural nuances around work-life balance struggles in Ukrainian context."
PAN_085,Panic,DeepSeek,EN,4,4,3,"The response accurately identifies the user's emotional burden and offers appropriate validation, uses natural English expressions without heavy clichés, but lacks specific cultural/linguistic adaptation since it's in English while the user may benefit from Ukrainian-language support given the bilingual context."
PAN_085,Panic,LLaMA,EN,3,3,2,"The response acknowledges distress but relies on common therapeutic phrases like 'carrying a heavy burden' and 'don't define your worth,' lacking deeper empathetic engagement with the specific dual-domain failure the user describes, while showing no cultural or linguistic adaptation to Ukrainian context."
PAN_085,Panic,Gemini,EN,3,3,2,"The response acknowledges the user's pain but relies on generic reassurance phrases ('doesn't define your worth,' 'be kind to yourself') without deeply engaging with the specific dual-domain distress (relationships AND work) or providing culturally-grounded emotional support that accounts for potential Ukrainian/Eastern European communication patterns around vulnerability and failure."
PAN_085,Panic,DeepSeek,UA,3,4,3,"The response demonstrates functional empathy and natural Ukrainian language use, but relies on somewhat generic reassurance ('такі періоди бувають у кожного') and makes an unwarranted gender assumption ('втрапленою', 'нездатна'), while the emoji and overall tone, though warm, lack the deeper cultural-emotional grounding needed for crisis situations."
PAN_085,Panic,LLaMA,UA,2,2,2,"The response acknowledges distress but remains generic and superficial, contains a jarring Chinese character ('一起'), uses awkward phrasing ('подихати'), and fails to provide culturally-grounded emotional support for someone experiencing compounded failure in multiple life domains."
PAN_085,Panic,Gemini,UA,3,3,2,"The response acknowledges distress but relies on generic reassurance ('почуття тимчасові', 'ви не самотні') without deeply engaging with the dual-domain failure the user describes, lacks culturally-specific emotional grounding, and uses somewhat formulaic language rather than natural, empathetic Ukrainian expressions."
PAN_086,Panic,DeepSeek,EN,4,4,3,"The response accurately identifies the user's fear and validates it with appropriate emotional recognition, uses natural English expressions like 'absolutely paralyzing' and 'sit with these feelings,' but lacks specific cultural or contextual adaptation since the user's background and the Ukrainian language context are not addressed in this English exchange."
PAN_086,Panic,LLaMA,EN,4,4,3,"The response accurately validates the user's fear and offers collaborative problem-solving, maintaining natural flow, though it lacks deeper cultural contextualization and could benefit from more nuanced emotional grounding specific to economic anxiety in crisis-affected contexts."
PAN_086,Panic,Gemini,EN,4,4,3,"The response accurately validates the user's fear with appropriate empathy and natural language flow, though it lacks specific cultural/contextual adaptation and could deepen emotional grounding beyond general reassurance."
PAN_086,Panic,DeepSeek,UA,3,3,2,"The response acknowledges the difficulty but relies on generic reassurance ('ти сильніший, ніж здається') without deeply engaging with the user's specific fear about livelihood, lacks cultural sensitivity to potential crisis context, and uses somewhat formulaic language rather than natural, empathetic Ukrainian expressions."
PAN_086,Panic,LLaMA,UA,3,4,2,"The response acknowledges the user's distress and offers practical advice, but lacks deeper emotional validation and fails to account for the Ukrainian context where access to career coaches or psychologists may be limited, especially during crisis situations, making the suggestions feel somewhat disconnected from the user's reality."
PAN_086,Panic,Gemini,UA,3,4,2,"The response acknowledges the user's fear with appropriate language and natural flow, but offers only generic reassurance without addressing the specific economic anxieties or cultural context of Ukrainian speakers facing financial instability, lacking deeper empathetic engagement or culturally-grounded support."
PAN_087,Panic,DeepSeek,EN,4,4,3,"The response accurately identifies the user's anxiety and validates their feelings with appropriate reassurance, uses natural language with good flow, but lacks specific cultural or contextual adaptation to Ukrainian economic realities and could benefit from more locally-grounded practical suggestions."
PAN_087,Panic,LLaMA,EN,3,3,2,"The response acknowledges anxiety appropriately but relies on generic reassurance phrases ('you're not alone,' 'take a deep breath') without deeply engaging with the user's specific emotional state; it lacks cultural adaptation to Ukrainian context where economic instability carries distinct historical and social weight, and the advice remains surface-level rather than meaningfully grounding."
PAN_087,Panic,Gemini,EN,3,3,2,"The response acknowledges the user's anxiety but relies on generic reassurance phrases ('take a deep breath,' 'you're not alone') without deeply engaging with the specific economic anxiety or providing culturally-grounded support that accounts for potential Ukrainian context of economic instability and job market challenges."
PAN_087,Panic,DeepSeek,UA,3,4,3,"The response acknowledges the user's distress and offers practical advice, but relies on somewhat generic reassurance ('ти не один у цьому') without deeply engaging with the specific emotional exhaustion described; linguistically natural with appropriate Ukrainian idioms, though the cultural grounding could better reflect the acute economic anxieties prevalent in Ukrainian context."
PAN_087,Panic,LLaMA,UA,3,3,2,"The response acknowledges the user's distress and offers practical advice, but lacks deeper empathetic engagement with the emotional exhaustion expressed, uses somewhat formal/generic phrasing rather than natural conversational Ukrainian, and fails to account for the specific Ukrainian context of economic instability and its profound psychological impact on the population."
PAN_087,Panic,Gemini,UA,2,3,2,"The response acknowledges the user's distress but relies heavily on generic reassurance phrases ('ви не самотні', 'цей період пройде') without demonstrating deep empathetic engagement with the specific anxiety about economic instability affecting job security, and lacks culturally-grounded understanding of Ukraine's current economic challenges that would make the response more meaningful."
PAN_088,Panic,DeepSeek,EN,4,4,3,"The response accurately identifies the user's emotional exhaustion and validates their feelings, offers practical advice, but lacks deeper cultural/contextual adaptation and uses somewhat generic reassurance phrases like 'you deserve to feel secure' that, while supportive, don't fully reach human-level subtlety."
PAN_088,Panic,LLaMA,EN,3,3,2,"The response acknowledges the user's stress but relies on generic phrases like 'under a microscope' and 'prioritize your well-being,' offering standard advice without deeply engaging with the emotional state or considering cultural workplace dynamics that may make HR conversations unrealistic or inappropriate in certain contexts."
PAN_088,Panic,Gemini,EN,4,4,3,"The response accurately identifies the emotional exhaustion and validates the user's feelings with appropriate empathy, uses natural English expressions, but lacks cultural/contextual depth specific to Ukrainian workplace dynamics or linguistic nuances that would elevate it to human-level alignment."
PAN_088,Panic,DeepSeek,UA,4,4,3,"The response accurately identifies burnout and validates the user's exhaustion with appropriate reassurance, uses natural Ukrainian expressions, but could better address the specific workplace culture context where proving one's worth is often a systemic issue rather than offering somewhat Western-centric solutions like 'discussing with management.'"
PAN_088,Panic,LLaMA,UA,3,4,3,"The response accurately identifies exhaustion and validates the user's feelings with natural Ukrainian phrasing, but offers somewhat generic advice without deeply exploring the underlying emotional state or considering workplace cultural dynamics specific to Ukrainian professional environments where such conversations may carry different implications."
PAN_088,Panic,Gemini,UA,4,4,3,"The response accurately identifies emotional exhaustion and validates the user's feelings with appropriate empathy, uses natural Ukrainian expressions, but could better address the specific workplace cultural context common in Ukrainian professional environments where proving one's worth is often a systemic issue."
PAN_089,Panic,DeepSeek,EN,3,4,2,"The response accurately identifies financial stress and offers practical advice with natural flow, but lacks deep empathetic engagement with the consuming nature of the fear and doesn't account for Ukrainian cultural/economic context where financial insecurity may carry different weight and require more culturally-attuned reassurance."
PAN_089,Panic,LLaMA,EN,3,3,2,"The response acknowledges the user's stress but relies on generic reassurance phrases like 'it's completely understandable' and 'every little bit counts' without deeply engaging with the consuming nature of their fear; it jumps quickly to practical solutions rather than providing substantial emotional grounding, and lacks cultural or contextual adaptation to the user's specific background."
PAN_089,Panic,Gemini,EN,3,3,2,"The response acknowledges the user's stress but relies on generic reassurance phrases like 'you're not alone' and 'small steps can make a big difference' without deeply engaging with the specific fear of financial insecurity or offering culturally-grounded, contextually relevant support that accounts for potential economic hardships in crisis-affected regions."
PAN_089,Panic,DeepSeek,UA,3,4,3,"The response acknowledges the user's stress and provides practical advice, but lacks deeper emotional exploration of the consuming anxiety described; it uses natural Ukrainian expressions though remains somewhat generic in its reassurance approach without fully addressing the intensity of 'поглинає мене стресом'."
PAN_089,Panic,LLaMA,UA,3,3,2,"The response acknowledges the user's stress but quickly pivots to practical solutions without deeply validating the emotional weight of their fear; it uses somewhat formal language ('фінансову невизначенність') that feels slightly detached, and lacks cultural sensitivity to the acute economic anxieties prevalent in Ukrainian crisis contexts, offering generic financial advice rather than emotionally grounding reassurance."
PAN_089,Panic,Gemini,UA,3,3,2,The response acknowledges the user's financial anxiety but relies on generic reassurance phrases like 'ви не самотні' and offers standard advice without deeply engaging with the emotional weight of being 'consumed by stress' or adapting to the Ukrainian context of economic instability.
PAN_090,Panic,DeepSeek,EN,3,4,2,"The response acknowledges the user's anxiety appropriately and offers practical advice, but relies on common therapeutic phrases ('you're not alone,' 'one step at a time') without deeper emotional attunement, and lacks any cultural or linguistic adaptation to Ukrainian context despite the bilingual requirement."
PAN_090,Panic,LLaMA,EN,3,3,2,"The response validates the user's feelings and offers support, but relies on generic phrases like 'it's totally normal' and 'take a deep breath' without deeply engaging with the physical manifestation of anxiety (racing heart) the user described, and lacks cultural/linguistic adaptation since it appears to be in English while the user may benefit from Ukrainian-specific emotional grounding."
PAN_090,Panic,Gemini,EN,3,3,2,"The response acknowledges anxiety but relies on generic reassurance phrases like 'You've got this' and 'be kind to yourself' without deeply engaging with the physical manifestation of anxiety (racing heart) or providing culturally-grounded, meaningful support that accounts for the Ukrainian context of workplace stress."
PAN_090,Panic,DeepSeek,UA,3,3,2,"The response acknowledges fear but relies on generic reassurance ('вірити в свою здатність адаптуватися', 'Ти не один у цьому') without deeply engaging with the physical anxiety symptoms described ('серце трепетати від тривоги'), lacks culturally-grounded idioms for workplace stress common in Ukrainian context, and misses the opportunity to validate the somatic experience more meaningfully."
PAN_090,Panic,LLaMA,UA,3,2,2,"The response acknowledges anxiety but uses generic advice ('розбити на кроки', 'поговорити з колегами') without deeply engaging with the user's visceral distress ('серце трепетати'), contains an unnatural collocation error ('керчні' instead of 'керовані'), and lacks cultural sensitivity to Ukrainian workplace dynamics where discussing anxiety with management may not feel safe."
PAN_090,Panic,Gemini,UA,3,4,3,"The response acknowledges the user's anxiety appropriately and uses natural Ukrainian language, but it relies on somewhat generic reassurance phrases ('ви не самотні') without deeply engaging with the physical manifestation of anxiety ('серце трепетати') or offering culturally-grounded coping strategies specific to workplace adaptation challenges common in Ukrainian contexts."
PAN_091,Panic,DeepSeek,EN,3,3,2,The response acknowledges overwhelm but relies on generic advice ('breaking tasks into smaller steps') without deeply engaging with the user's terror or providing culturally-grounded emotional support that accounts for potential Ukrainian/Eastern European work-life balance expectations and family dynamics.
PAN_091,Panic,LLaMA,EN,3,3,2,"The response acknowledges the user's overwhelm but relies on generic reassurance phrases like 'you're not alone' and 'it's okay,' lacking deeper empathetic resonance with the specific terror and impossibility the user expressed, while also missing cultural/linguistic adaptation for Ukrainian context."
PAN_091,Panic,Gemini,EN,3,3,2,"The response acknowledges the user's overwhelm but relies on generic phrases like 'heavy load' and 'take a deep breath' without deeply engaging with the terror and impossibility expressed; it lacks cultural/linguistic specificity since no Ukrainian context or idioms are present, and the advice remains surface-level rather than meaningfully grounding the user's acute distress."
PAN_091,Panic,DeepSeek,UA,3,4,3,"The response acknowledges the user's exhaustion and provides practical advice, but lacks deeper empathetic engagement with the emotional weight of feeling overwhelmed; it uses natural Ukrainian expressions though remains somewhat generic in its reassurance without fully addressing the cultural context of dual burden expectations."
PAN_091,Panic,LLaMA,UA,3,4,3,"The response acknowledges the struggle and offers practical help, but lacks deeper emotional validation of the user's feeling of impossibility and uses somewhat generic reassurance ('ти не одна') rather than truly grounding the overwhelming nature of their distress."
PAN_091,Panic,Gemini,UA,3,4,3,"The response acknowledges the user's overwhelm with appropriate empathy and natural Ukrainian phrasing, but remains somewhat generic without deeper exploration of their specific emotional state or offering meaningful, culturally-adapted coping strategies beyond basic reassurance."
PAN_092,Panic,DeepSeek,EN,3,3,2,"The response acknowledges the user's stress but relies on generic advice ('take moments for yourself') without deeply engaging with the specific anxiety of sole financial responsibility during crisis, and lacks cultural adaptation to Ukrainian context where collective family support and economic instability carry distinct emotional weight."
PAN_092,Panic,LLaMA,EN,3,3,2,"The response acknowledges the user's distress but relies on generic reassurance phrases like 'you're not alone' and 'take a deep breath' without deeply engaging with the specific anxiety of being a sole breadwinner during crisis, lacks cultural adaptation to Ukrainian context where financial insecurity carries distinct weight, and misses opportunity for more substantive emotional grounding beyond surface-level platitudes."
PAN_092,Panic,Gemini,EN,3,4,2,"The response accurately validates the user's feelings and uses natural English expressions, but relies on generic reassurance phrases like 'be kind to yourself' without deeper empathetic engagement or cultural/contextual adaptation to the user's specific situation as a sole breadwinner in crisis-affected circumstances."
PAN_092,Panic,DeepSeek,UA,3,4,2,"The response acknowledges the user's stress but offers generic reassurance without deeply engaging with the specific emotional weight of being a sole provider during unpredictable times in Ukraine's crisis context, missing cultural nuances about collective hardship and economic instability."
PAN_092,Panic,LLaMA,UA,3,3,2,"The response acknowledges the user's stress but relies on generic reassurance phrases ('ви не самі', 'є люди, які можуть підтримати') without deeply engaging with the specific crisis context of being the sole breadwinner during unpredictable times in Ukraine, and uses somewhat formal therapeutic language that lacks the warmth and cultural grounding needed for this distress level."
