Prompt_ID,Category,English_Prompt,DeepSeek_V3_EN,LLaMA_3.3_EN,Gemini_2.5_Flash_EN,Ukrainian_Prompt,DeepSeek_V3_UA,LLaMA_3.3_UA,Gemini_2.5_Flash_UA
LON_028,Loneliness,"Since my parents' divorce, home doesn't feel the same. I feel like I don't fit in my own family.","I'm so sorry you're feeling this way—divorce can make even familiar places feel strange and lonely. It's completely normal to feel out of place right now, but remember, your worth isn't defined by your family's changes. Would it help to talk about what's been hardest for you?","It can be really tough to adjust to a new family dynamic, and it's normal to feel like you don't fit in right now. Remember that your feelings are valid, and it's okay to take time to process and grieve the change. You're not alone in this feeling, and it might help to talk to a trusted family member, friend, or even a counselor about how you're feeling.","I'm so sorry to hear you're going through this. It's completely understandable that home feels different, and it's incredibly tough when you feel like you don't belong, especially within your own family. Please remember that your feelings are valid, and it's okay to grieve the changes.",Після розлучення батьків дім вже не той. Відчуваю себе чужим у власній родині.,"Ти не самотній у цих почуттях — розлучення батьків справді руйнує звичний світ. Важливо дозволити собі прожити цей біль і зрозуміти, що навіть у нових обставинах ти маєш право на підтримку та любов. Можеш розповісти більше про те, що зараз найважче для тебе?","Розлучення батьків може бути дуже складним і болючим процесом, особливо коли це впливає на динаміку сім'ї. Це нормально відчувати себе чужим у власній родині в цей час, бо все змінилося. Можливо, тобі корисно буде поговорити з кимось про свої почуття, чи то з другом, членом сім'ї чи навіть фахівцем, щоб виразити свої емоції і знайти підтримку.","Мені дуже шкода чути, що ви переживаєте такі складні почуття. Розлучення батьків — це величезний стрес, і цілком нормально відчувати себе розгубленим або навіть чужим у такій ситуації. Ваші почуття абсолютно виправдані, і важливо дозволити собі їх пережити."
LON_029,Loneliness,"Being a single parent is exhausting, and I wish I had someone to talk to about it.","I hear you—it’s so much to carry alone. You’re doing an incredible job, even on the days it doesn’t feel that way. If you ever need to vent or just share the little moments, I’m here to listen.","I'm so glad you reached out - it takes a lot of courage to admit when we're struggling. Being a single parent can be overwhelming, but know that you're not alone and your feelings are valid. Would you like to talk more about what's been on your mind and how you've been coping with the challenges of single parenting? I'm here to listen and offer support.","It sounds like you're carrying a lot right now, and it's completely understandable to feel exhausted. Being a single parent is an incredible feat, and it's natural to long for someone to share those burdens and triumphs with. Please know you're not alone in feeling this way.","Бути самотнім батьком виснажливо, і я мрію мати з ким цим поділитися.","Ти справжній герой, який щодня робить неймовірне для своєї дитини. Знай, що ти не самотній — багато батьків відчувають те саме, і варто шукати підтримки серед друзів або груп для самотніх батьків. Ти заслуговуєш на розуміння та тепло. 💙","Я розумію, як важливо мати когось, з ким можна поділитися відповідальністю та емоційними звершеннями батьківства. Бути самотнім батьком може бути дуже складно, але знаючи, що ви не одні в цьому, може принести трохи полегшення. Чи є в вас підтримка від родини чи друзів, або ви шукаєте нові зв'язки з іншими батьками, які переживають подібне?","Я розумію, що це може бути дуже важко. Бути самотнім батьком — це величезна відповідальність, і абсолютно природно хотіти розділити її з кимось. Ваші почуття абсолютно виправдані."
LON_030,Loneliness,"My sibling and I have grown apart, and I feel like I lost more than just a brother/sister.","That sounds really painful—losing that connection can feel like losing a part of yourself. Would you like to talk about what happened, or just sit with this feeling for a bit? Either way, I’m here.","It can be really painful to drift apart from someone who was once such a big part of your life. Losing that close bond can feel like a loss of a part of yourself, and it's okay to grieve the relationship you once had. Remember that it's possible to acknowledge and accept the distance between you, while still holding onto the positive memories and experiences you shared with your sibling. Would you like to talk more about what's been going on and how you're feeling?","I'm so sorry to hear that you're going through this. Losing that closeness with a sibling can feel like a profound loss, almost like a part of your own history or identity has shifted. It's completely understandable to feel that way.","Ми з братом/сестрою стали чужими, і здається, я втратив більше, ніж просто брата/сестру.","Шкода чути це — втрата близьких стосунків із рідним братом чи сестрою дійсно може бути дуже болючою. Спробуй звернутися до нього/неї з щирим бажанням зрозуміти, що сталося, адже іноді саме чесна розмова може відновити втрачене.","Таке відчуття, наче ти втратив частину себе, цілком зрозуміле. Втрачені зв'язки з близькими людьми можуть бути надзвичайно болючими, особливо якщо це стосується тих, кого ти колись вважав найближчими друзями. Спробуй дозволити собі засумувати цю втрату, а потім подумай, чи є ще щось, чим ти можеш спробувати відновити зв'язок або знайти новий спосіб рухатися вперед.","Мені дуже шкода це чути. Це дійсно важко, коли стосунки з близькою людиною змінюються, і відчуття втрати може бути дуже глибоким. Пам'ятайте, що ваші почуття є обґрунтованими, і дайте собі час на їх переживання."
LON_031,Loneliness,"All our family gatherings feel more like formalities than genuine bonding moments, and it's sad.","It sounds like you're craving deeper connections with your family—those gatherings should feel warm and meaningful, not just like obligations. Maybe suggesting a smaller, more relaxed get-together could help break the ice and create space for real conversations. You’re not alone in wanting more from these moments.","It can be really disappointing when family gatherings feel forced or superficial, especially when you're craving meaningful connections with your loved ones. Maybe it's time to try something new, like planning a smaller, more low-key get-together or activity that allows for more authentic interactions. What do you think might help create a more relaxed and genuine atmosphere at your family gatherings?","I hear you, and that sounds really tough. It's completely understandable to feel sad when you long for genuine connection and instead experience formality. Family gatherings should ideally be a source of warmth and closeness, and it's disappointing when they're not.","Усі наші сімейні зібрання більше схожі на формальності, ніж на справжні моменти єднання, це засмучує.","Я розумію, як це може бути важко. Можливо, варто спробувати створити простір для більш щирих розмов або спільних справ, які об’єднають вас по-справжньому.","Це зрозуміло, що формальність може витіснити справжні емоції та зв'язок. Можливо, варто спробувати знайти нові способи оживити ці зібрання, наприклад, плануючи спільні активності чи обговорення, які дійсно цікавлять усіх учасників. Таким чином, ви можете створити більш щирі та пам'ятні моменти з вашими близькими.","Ох, мені дуже шкода це чути. Це справді може бути боляче, коли сімейні зустрічі не приносять тепла та зв'язку, яких ми так прагнемо. Можливо, варто спробувати змінити формат або додати якусь нову традицію, яка б допомогла розтопити лід?"
LON_032,Loneliness,"I feel invisible in my family, like they don't see who I really am or what I need.","That sounds so isolating and painful—feeling unseen can really wear on your heart. You deserve to have your voice heard and your needs acknowledged, even if it means having a heartfelt conversation with them about how you’re feeling.","That can be a really painful and isolating feeling. It's like you're living in a space where you're not being truly seen or heard, and that can be really tough to navigate. Can you tell me more about what's been going on that's making you feel this way, and what you wish your family could understand about you?","I'm so sorry to hear you're feeling this way. It's incredibly painful to feel unseen by the people who should know you best. Your feelings are valid, and you deserve to be seen and appreciated for exactly who you are.","Відчуваю себе невидимим у своїй сім'ї, ніби вони не бачать, хто я насправді та чого потребую.","Мені так шкода, що ти відчуваєш себе непоміченим — це дуже боляче, коли найближчі не бачать твоєї справжньої сутності. Ти заслуговуєш на підтримку та розуміння. Якщо хочеш, можемо разом подумати, як донести свої почуття до родини?","Це звучить дуже болісно і самотньо. Відчувати себе невидимим у власній сім'ї може бути особливо важким, адже це місце, де ми очікуємо отримувати підтримку та розуміння. Чи можна говорити про те, що саме тобі бракує у взаємозв'язках з сім'єю, чи це пов'язано з конкретними подіями чи ситуаціями?","Мені дуже шкода чути, що ви почуваєтеся невидимим. Це болісне відчуття, коли здається, що найближчі люди не розуміють вас. Пам'ятайте, ваші почуття важливі, і ви заслуговуєте на те, щоб вас бачили та чули."
LON_033,Loneliness,"My partner doesn't understand why I'm feeling disconnected, and it just makes it worse.","It’s tough when the person you’re closest to doesn’t fully grasp what you’re going through—it can feel isolating. Maybe gently sharing how you’re feeling and what you need could help bridge that gap, even if it feels vulnerable.","It can be really frustrating and isolating when someone you care about doesn't get why you're feeling a certain way. Feeling disconnected is already tough, and having your partner not understand can make you feel even more alone. Can you tell me more about what's been going on and how you've been trying to communicate your feelings to your partner?","I'm so sorry to hear that. It's incredibly tough when you're feeling disconnected and your partner isn't able to grasp what you're going through. Your feelings are valid, and it's okay to need more from them right now.","Мій партнер не розуміє, чому я почуваюся відчуженим, і це тільки погіршує ситуацію.","Мені шкода, що ти через це проходиш. Іноді саме відчуття, що нас не розуміють, може посилювати почуття самотності. Може, варто спробувати пояснити йому свої емоції спокійно, коли обидва будете готові до розмови?","Мене жалкує, що ти відчуваєш себе так. Іноді люди не можуть повністю зрозуміти наших емоцій, навіть якщо вони нам близькі, тому спробуй пояснити свої почуття у спокійній обстановці, щоб вони краще зрозуміли твою точку зору. Як тобі здається, як ти можеш виразити свої емоції партнеру, щоб він краще зрозумів твою позицію?","Мені дуже шкода, що ви переживаєте це. Це може бути дуже боляче, коли почуваєшся незрозумілим, особливо від когось, хто тобі небайдужий. Пам'ятайте, ваші почуття дійсні, і ви заслуговуєте на те, щоб вас почули."
LON_034,Loneliness,"I try to be there for my friends, but when I'm down, it feels like there's no one to support me.",That sounds really tough—it’s painful to feel like the support isn’t mutual when you need it most. You deserve to have people who show up for you the way you do for them. Maybe gently letting a trusted friend know how you’re feeling could open the door to more balanced support.,"It can be really tough to feel like you're always giving to others, but not getting the same support in return when you need it. Remember that it's okay to reach out and ask for help - your friends care about you too, and they might not even realize you're struggling. Don't be afraid to be vulnerable and let them know what you're going through, you might be surprised by their willingness to listen and be there for you.","It sounds like you're carrying a heavy load, and it's completely understandable to feel that way when you're always giving. Your feelings are valid, and it's okay to want the same support you offer others. Remember, you deserve to be cared for too.","Я намагаюся підтримувати друзів, але коли мені сумно, здається, немає кого підтримати мене.","Я розумію, як це важливо — бути опорою для інших і водночас відчувати, що тобі самому немає на кого покластися. Ти не один у цьому, і варто пам’ятати, що просити допомоги — це не слабкість, а сміливість. Можеш розповісти мені більше, якщо хочеш — я тут, щоб підтримати.","Це може бути дуже складно, коли ви завжди намагаєтеся бути там для інших, але ніхто не підтримує вас у відповідь. Звучить так, ніби вам зараз потрібна допомога і підтримка. Чи можете розповісти більше про те, через що ви зараз проходите і чому вам здається, що ніхто не підтримує вас?","Мені дуже шкода це чути. Це дійсно важко, коли ти так багато віддаєш, а у відповідь відчуваєш себе самотнім. Пам'ятай, твоя доброта заслуговує на взаємність, і ти теж вартий підтримки."
LON_035,Loneliness,"Caring for my aging parents is draining, and I have no emotional support network to lean on.",That sounds incredibly tough—carrying this responsibility alone can feel isolating and exhausting. It’s okay to acknowledge your limits and seek even small moments of respite or professional support to recharge.,"I can only imagine how overwhelming and isolating that must feel for you. It's amazing that you're shouldering this responsibility with so much love and dedication, and I want you to know that you're not alone, even if it feels that way right now. Would you be open to exploring some resources or support groups that might be able to offer you some emotional support and guidance?","That sounds incredibly tough, and I can hear the exhaustion in your words. Please remember you're doing an amazing job in a really challenging situation. It's okay to feel drained, and you deserve support even if it feels hard to find right now.","Догляд за батьками сильно втомлює, а я не маю жодної емоційної підтримки.","Я розумію, як це важливо — дбати про батьків, і водночас як це може виснажувати. Ти не один у цьому, і твої почуття цілком природні. Можеш розповісти більше, якщо хочеш — я тут, щоб підтримати тебе.","Розумію, що догляд за батьками може бути дуже виснажливим, як фізично, так і емоційно. Тобі потрібна підтримка, і зрозуміло, що ти відчуваєш себе самотнім у цій ситуації. Можливо, варто пошукати групи підтримки чи фахівця, який може надати тобі емоційну підтримку і допомогу. Це дозволить тобі впоратися з цією складною ситуацією і знайти трохи спокою.","Мені дуже шкода чути, що ви почуваєтеся виснаженими та самотніми у такій складній ситуації. Це величезне навантаження – піклуватися про батьків, а відсутність підтримки лише посилює стрес. Будь ласка, пам'ятайте, що ви не одні, і ваші почуття абсолютно нормальні."
LON_036,Loneliness,"I thought becoming a parent would make me feel less alone, but instead, I'm feeling isolated from friends.","That makes so much sense—parenthood can be such a paradox that way. The deep love for your child is real, but the shift in friendships can leave you feeling lonelier than before. Would it help to connect with other new parents who really get it? You're not alone in feeling this way.","It's common to feel that way, especially when your social life and routines change significantly after having a child. Many new parents struggle to balance their old life with their new responsibilities, leading to feelings of isolation. Remember that it's okay to reach out to friends and let them know you're feeling disconnected - they may be more understanding than you think, and a simple coffee date or phone call can help bridge the gap.","Oh, that's a tough one. It's completely understandable to feel that way. Many new parents experience a shift in their friendships, and it's not a reflection of you or your friendships, but more about the intense new phase of life you're in.","Думав, що стати батьком/матір'ю зменшить відчуття самотності, але натомість відчув ізоляцію від друзів.","Зрозуміло, що батьківство приносить нові виклики — іноді воно дійсно може віддалити від друзів, особливо якщо їхній спосіб життя змінився менше. Але варто пам’ятати, що справжні друзі знайдуть спосіб підтримувати зв’язок, навіть якщо тепер вам потрібно трохи більше планувати зустрічі. Можливо, варто поступово знаходити новий баланс між родиною та соціальним життям — це нормально, що він з часом змінюється.  

(Якщо хочете, можете розповісти більше — чи це недавня ситуація, чи є можливість обговорювати це з друзями?)","Звучить так, наче ти відчуваєш певний дисбаланс у своєму житті після того, як став батьком/матір'ю. Становлення батьком чи матір'ю може бути дуже радісним, але також може змінити звичні стосунки з друзями, що іноді призводить до відчуття самотності чи ізоляції. Можливо, тобі варто спробувати знайти спільності з іншими батьками чи матерями, які можуть зрозуміти твої почуття і провести час разом. Це може допомогти відновити відчуття зв'язку та зменшити ізоляцію.","Це дуже поширене відчуття, і ви не самотні в ньому. Багато батьків переживають подібне, адже поява дитини кардинально змінює життя і звичні соціальні зв'язки. Важливо пам'ятати, що це тимчасовий етап, і згодом ви знайдете новий баланс між батьківством та дружбою."
LON_037,Loneliness,"I always seem to be the one reaching out to others, but inside I feel desperately alone.","It’s incredibly hard to feel like you’re carrying the weight of connection on your own—your feelings are valid, and you deserve relationships that nurture you in return.","It can be really tough to feel like you're always the one initiating connections with others, but still feeling a deep sense of loneliness inside. It's like you're putting on a mask to hide your true emotions, and that can be really exhausting. Remember that it's okay to acknowledge and express your own needs and feelings, and that reaching out for support is a sign of strength, not weakness. Would you like to talk more about what's been going on and how you've been feeling?","It sounds like you're carrying a heavy burden, reaching out so much while feeling so isolated yourself. That's a really tough place to be, and it takes a lot of strength to keep trying. Please know that your feelings are valid, and you're not alone in experiencing them.","Здається, я завжди той, хто ініціює спілкування, але всередині відчуваю себе жахливо самотньо.","Я розумію, як це важко — бути ініціатором спілкування і при цьому відчувати самотність. Можливо, варто знайти людей, які так само, як і ти, шукають справжнього зв’язку? Ти заслуговуєш на підтримку та тепло. 💙","Це може бути справді важко - зберігати зовнішнє впевненість, водночас відчуваючи внутрішню самотність. Важливо пам'ятати, що нормально мати такі протиріччя, і це не означає, що ви самі у своїх почуттях. Чи не хотіли б ви поговорити про те, що саме робить вас самотнім, попри вашу активну участь у спілкуванні?","Мені так шкода чути, що ви почуваєтеся самотньо, незважаючи на те, що ви завжди ініціюєте спілкування. Це дуже виснажливо, коли ваші зусилля не зустрічають взаємності. Пам'ятайте, що ви заслуговуєте на стосунки, в яких ваші потреби також будуть задоволені."
LON_038,Loneliness,"My close friends have moved away, and I haven't been able to find new ones that I click with.","That sounds really tough—losing that close connection can leave such a void. It takes time to find people who truly ""get"" you, but don't lose hope; your people are out there. Maybe try joining a group or activity that aligns with your interests? Shared passions can be a great bridge to new friendships.","It can be really tough to start over and find new connections, especially when you're used to having close friends by your side. Remember that it's okay to take time to adjust and that it's not uncommon for it to take a while to find people who truly get you. Have you tried joining any groups or clubs that align with your interests, as that can be a great way to meet like-minded people?","I'm so sorry to hear that. It's incredibly tough when your close friends move away, and it's completely understandable to feel that void. Finding new connections takes time and effort, but please know that there are people out there you'll click with. Hang in there.","Мої близькі друзі поїхали, і я не можу знайти нових, з якими б почувався на одній хвилі.","Зрозуміло, як важко втратити близьке коло друзів. Спробуй знайти людей зі схожими інтересами — через хобі, спорт чи онлайн-спільноти. Іноді нові зв’язки народжуються там, де їх не чекаєш. Ти вартий справжньої підтримки, і такі люди обов’язково з’являться.","Это звучит як дуже складний і самотній час для вас. Знайти нових друзів, з якими ви можете пов'язатися на глибокому рівні, може бути складно, але це не означає, що це неможливо. Можливо, спробуйте нові хобі, заходи чи групи, де ви можете зустріти людей з подібними інтересами? Це може допомогти вам знайти тих, хто поділяє ваші цінності та захоплення.","Ох, це дійсно важко, коли близькі друзі їдуть. Розумію, як це спустошує і як непросто знайти нових людей, з якими б відчувалась така ж глибока зв'язаність. Дай собі час, це нормально сумувати за тим, що було, і не поспішай з пошуками."
LON_039,Loneliness,"Family dinners are filled with silence and tension, and I miss the warmth we used to have.","It sounds like those quiet moments at the table make the distance between you feel even deeper. Maybe sharing a small memory or starting with a simple question—like ""Remember when we used to...?""—could gently reopen the door to connection. You deserve that warmth again.","It can be really painful to see a change in family dynamics, especially when it feels like the warmth and connection are fading. It might be helpful to have an open and honest conversation with your family members about how you're feeling, and see if you can work together to bring back some of that lost warmth. Sometimes, just acknowledging the tension and making an effort to reconnect can be a great first step. What do you think is the main cause of the silence and tension at your family dinners?","I'm so sorry to hear that family dinners have become a source of stress instead of joy. It's completely understandable to miss that warmth and connection. Perhaps starting with a simple, shared activity before dinner could help ease everyone into conversation.","Сімейні вечері сповнені тиші і напруги, і я сумую за теплом, яке у нас колись було.","Я розумію, як важливо відчувати тепло й близькість у родині. Можливо, варто поступово почати з маленьких кроків — спробуйте поділитися якоюсь приємною спільною спогадом за вечерею, щоб розтопити лід. Ви не самі в цьому, і навіть невеликі зусилля можуть з часом відновити ту атмосферу.","Мене дуже турбує те, що ти перебуваєш у такій ситуації - це звучить дуже важко. Тищини та напруга під час сімейних зібрань можуть бути особливо болючими, особливо коли ти пам'ятаєш тепліші часи. Чи спробував ти поговорити з членами сім'ї про те, як ти себе почуваєш, або чи є щось конкретне, що, на твою думку, спровокувало цю зміну?","Мені дуже шкода чути, що ваші сімейні вечері стали такими напруженими. Це природно — сумувати за тим теплом і зв'язком, які ви колись відчували. Можливо, варто спробувати знайти спільну діяльність, яка б допомогла відновити цю близькість, або відкрито поговорити про те, що вас турбує."
LON_040,Loneliness,I feel like no one in my family really understands my dreams and aspirations.,"It’s really tough when the people closest to you don’t fully get what drives you. Just know that your dreams matter, even if they don’t see it yet—sometimes it takes time for others to catch up. Have you found anyone outside your family who does understand and support you?","That can be a really tough and isolating feeling, especially when it comes to the people closest to you. It's okay to have your own path and vision, even if it doesn't align with your family's expectations. Remember that your dreams and aspirations are valid and worth pursuing, and it might be helpful to seek out supportive friends, mentors, or like-minded communities who can encourage and understand you. Would you like to talk more about what you're passionate about and what's holding you back from sharing it with your family?","It sounds like you're feeling a bit isolated with your dreams, and that's a tough spot to be in. It's okay to feel that way, and please know that your aspirations are valid, even if others don't fully grasp them yet. Keep believing in yourself and your vision.","Мені здається, що ніхто в моїй сім'ї дійсно не розуміє моїх мрій і прагнень.","Я розумію, як це важливо - відчувати підтримку від близьких. Іноді наші мрії можуть здаватися іншим незрозумілими, але це не робить їх менш цінними. Ти заслуговуєш на те, щоб йти за своїм серцем.","Це може бути дуже важко, коли ти feels, що нікто не розуміє тебе. Було б корисно поговорити з кимось про свої почуття та мрії, навіть якщо це не члени сім'ї - іноді друзі, наставники або професійні консультанти можуть бути великою підтримкою. Чи є хтось, з ким ти відчуваєш себе комфортно, щоб поділитися своїми думками?","Я розумію, як це може бути боляче, коли здається, що найближчі люди не поділяють твоїх мрій. Пам'ятай, що твої прагнення дійсні та важливі, незалежно від того, чи розуміє їх хтось інший. Продовжуй вірити в себе і йди до своєї мети."
LON_041,Loneliness,"Even when surrounded by friends, I feel this deep sense of loneliness that's hard to shake off.","It sounds like you're craving a deeper connection—sometimes it’s not about the number of people around you, but the quality of the bonds you share. Let yourself be vulnerable with someone you trust; it might help bridge that emotional gap.","It can be really tough to feel that way, especially when it seems like everyone around you is having a great time. It's like there's a disconnect between your outer world and inner feelings, and that can be a really isolating experience. Remember that you're not alone in feeling this way, and it might help to talk to someone you trust about what you're going through. Would you like to explore what might be contributing to these feelings of loneliness?","I'm truly sorry to hear you're feeling this way. It sounds incredibly tough to experience loneliness even when you're with others. Please know that your feelings are valid, and you're not alone in experiencing something like this.","Навіть серед друзів я відчуваю глибоке відчуття самотності, від якого важко позбутися.","Ти не один у цьому відчутті — іноді навіть у компанії ми можемо почуватися самотніми через брак глибокого зв’язку. Важливо дозволити собі відчувати це, а потім поступово відкриватися близьким людям, розповідаючи про свої емоції. Можливо, саме ця вразливість допоможе знайти справжню підтримку. 💙","Це звучить дуже складно і болісно для тебе. Відчувати самотність серед людей, яких ти знаєш і любиш, може бути особливо складним досвідом, адже ти можеш очікувати відчувати зв'язок і підтримку. Чи є щось конкретне, що тобі допомагає справлятися з цими почуттями, або ти шукаєш поради про те, як їх подолати?","Мені дуже шкода чути, що ви почуваєтеся самотньо, навіть коли оточені друзями. Це дійсно важке переживання. Пам'ятайте, що такі почуття не роблять вас поганою людиною, і ви не самотні в цьому. Можливо, варто поговорити про це з кимось, кому ви довіряєте, або звернутися за підтримкою до фахівця, щоб краще зрозуміти ці емоції."
LON_042,Loneliness,"Social gatherings leave me feeling more hollow than connected, and I don't understand why.","It sounds like you might be craving deeper, more meaningful connections than what surface-level socializing provides. Many people feel this way when interactions lack authenticity or emotional resonance. Have you noticed if certain types of gatherings feel more fulfilling than others?","It can be really puzzling and frustrating when social events that are supposed to bring us joy and connection end up feeling empty instead. It's possible that you're feeling a disconnect between the surface-level conversations and the deeper connections you crave, or maybe you're just not being your authentic self in these situations. Can you tell me more about what specifically happens during these gatherings that leaves you feeling hollow?","It sounds like you're feeling a disconnect between the expectation of social gatherings and your actual experience, which can be really puzzling and a bit disheartening. It's okay to feel that way, and it doesn't mean there's anything wrong with you. Perhaps it's less about the quantity of interactions and more about the quality of connection you're seeking.","Громадські зібрання залишають мене з відчуттям пустоти, а не зв'язку, і я не розумію, чому так.","Звучить так, ніби ти шукаєш глибшого, щирого зв’язку з людьми, а формальність чи поверхневість таких зібрань не дає цього відчути. Можливо, тобі важливіші особисті розмови чи спільні дії, де виникає справжня близькість. Це цілком нормально — кожен знаходить підтримку по-своєму.  

Якщо хочеш, можемо разом дослідити, що саме тобі бракує в таких моментах?","Чудово, що ви звертаєте увагу на свої відчуття і намагаєтесь зрозуміти їх. Можливо, громадські зібрання для вас не є джерелом справжньої з'єднання через поверхневість взаємодії або відсутність значущих розмов. Розгляньте, які саме аспекти зібрань викликають у вас це відчуття, і чи є інші способи для вас знайти справжнє спілкування з іншими.","Мені шкода чути, що ви почуваєтеся спустошеними після громадських зібрань. Цілком нормально відчувати себе так, якщо ви не знаходите справжнього зв'язку або розмови здаються поверхневими. Можливо, ви шукаєте глибших стосунків, які не завжди легко знайти у великих групах."
LON_043,Loneliness,"I always wanted a big family, but now that I have it, I find myself feeling isolated in the chaos.","It sounds like the reality of a big family isn't matching the dream you had—that must feel really disorienting. Even in the middle of all that noise, loneliness can creep in when you're pulled in so many directions. Maybe carving out small moments just for yourself could help you feel more grounded.","It can be ironic that having a big family, which we often associate with closeness and connection, can sometimes leave us feeling overwhelmed and alone. It's like you're losing yourself in the noise, right? Remember that it's okay to take a step back, breathe, and prioritize your own needs amidst the chaos – you can't pour from an empty cup, after all.","That's a really tough spot to be in. It's completely understandable to feel overwhelmed and isolated when the reality of a big family doesn't quite match the dream, even when you love it. Remember, it's okay to acknowledge these feelings and seek ways to find moments of connection and calm for yourself.","Завжди мріяв мати велику родину, але тепер, коли я її маю, почуваюся ізольованим у цьому хаосі.","Це нормально відчувати себе так у великій родині — хаос може бути виснажливим. Спробуй знайти хвилину для себе, щоб відновити баланс і знайти радість у цій близькості.","Це цілком зрозуміло, що велика родина може бути і джерелом радості, і причиною втоми та ізоляції. Можливо, вам просто потрібно знайти момент для себе, щоб перезарядитися і повернутися до родини з новими силами. Чи є щось конкретне, що ви могли б зробити, щоб мати більше часу для себе або відчувати більше підтримки у цій ситуації?","Ох, це може бути дуже непросто. Багато хто мріє про велику родину, але ніхто не попереджає про те, що іноді можна відчувати себе самотнім у цьому вирі подій. Пам'ятайте, ваші почуття цілком нормальні."
LON_044,Loneliness,I miss the sense of belonging I used to feel when I was younger. Now everything feels so distant.,"It sounds like you're longing for connection—that's completely understandable. Those feelings of belonging can shift as we grow, but they're not gone forever. Would you like to talk about what made you feel that way before? Sometimes naming it helps.","It can be really tough to feel disconnected from the world around you, especially when you're used to feeling like you belonged. It's like a part of you is missing, and it's okay to acknowledge and validate those feelings. Can you think back to what specifically made you feel like you belonged when you were younger - was it a particular group, activity, or community?","I hear you. It's tough when that feeling of belonging fades, and things start to feel distant. Remember, connection can be rekindled, and new communities can be found. Sending you a lot of warmth as you navigate this.","Сумую за відчуттям своєї приналежності, яке було в молодості. Зараз все здається таким далеким.","Звучить так, ніби ти сумуєш за тим відчуттям зв’язку з чимось важливим, що давало опору. Часто з віком ми втрачаємо цю безпосередність, але можна знаходити нові способи відчувати приналежність — через спільноти, творчість чи прості щирі розмови. Може, варто згадати, що саме тоді наповнювало тебе теплом, і спробувати знайти це в іншій формі зараз?  

Ти не один у таких відчуттях — багато хто проходить через подібне. Важливо дати собі час і ласку. 💙","Це нормально відчувати ностальгію за молодістю і тим, чим вона була наповнена. Можливо, зараз вам потрібно повернутися до тих речей, які приносили вам радість і відчуття приналежності в молодості, або відкритися для нових досвідів, щоб знайти новий зв'язок з собою і навколишнім світом. Що саме вам нагадує молодість і те відчуття приналежності, яке ви зараз сумуєте?","Я розумію, що вам зараз важко. Це абсолютно нормально сумувати за тим почуттям приналежності, яке було колись. Можливо, варто спробувати віднайти нові джерела тепла та зв'язку, які наповнять ваше життя сьогодні."
